County,Type,Facility Name,Street Address,City,State,ZIP,Location
Queens,Pharmacy Only,Caremart Pharmacy Llc,Van Wyck Expressway,South Richmond Hil,NY,11419,"Van Wyck Expressway
South Richmond Hil, NY 11419
(40.690267805000076, -73.80976671199994)"
Richmond,Grocery,Nataly Gourmet Deli Inc.,Richmond Terrance,Staten Island,NY,10310,"Richmond Terrance
Staten Island, NY 10310
(40.64107306100004, -74.11676326999998)"
Rockland,Grocery,"Moti's Supermarket, Inc.",Main St,Monsey,NY,10952,"Main St
Monsey, NY 10952
(41.11153491500005, -74.06905492499999)"
Kings,Pharmacy Only,Walgreens #11141,Broadway,Brooklyn,NY,11221,"Broadway
Brooklyn, NY 11221
(40.691705461000026, -73.92592460199995)"
Bronx,Grocery,20/20 Deli,Southern Boulevard,Bronx,NY,10459,"Southern Boulevard
Bronx, NY 10459
(40.82386303000004, -73.89185931699996)"
Suffolk,Grocery (Formula Allowed),King Kullen #19,Jericho Turnpike,Huntington Station,NY,11746,"Jericho Turnpike
Huntington Station, NY 11746
(40.832826055000055, -73.39033037599995)"
Bronx,Grocery,Ray Deli Food Corp.,Whiteplains Road,Bronx,NY,10466,"Whiteplains Road
Bronx, NY 10466
(40.88570831100003, -73.86166514799999)"
Nassau,Grocery (Formula Allowed),Best Market,Great Neck Ro,Great Neck,NY,11021,"Great Neck Ro
Great Neck, NY 11021
(40.781155058000024, -73.73252378799998)"
Kings,Grocery,You Jia Food Inc.,7th Avenue,Brooklyn,NY,11220,"7th Avenue
Brooklyn, NY 11220
(40.63988265100005, -74.00856730799995)"
Rockland,Pharmacy Only,Walgreens #13726,E Route 59,Spring Valley,NY,10977,"E Route 59
Spring Valley, NY 10977
(41.108255471000064, -74.03952272899994)"
Erie,Grocery,7-Eleven #35165,Grant Street,Buffalo,NY,14213,"Grant Street
Buffalo, NY 14213
(42.925334975000055, -78.88972390099997)"
Oneida,Grocery w/ Pharmacy inside,Walmart Supercenter #2234,Rome Taberg Road,Rome,NY,13440,"Rome Taberg Road
Rome, NY 13440
(43.25386944600007, -75.53323138799993)"
Queens,Grocery,Lee Stop 1 Market Corp,103rd Street,Corona,NY,11368,"103rd Street
Corona, NY 11368
(40.74212631800003, -73.85850718399996)"
Kings,Grocery,Lewis Avenue Grocery,1/2 Lewis Ave,Brooklyn,NY,11206,"1/2 Lewis Ave
Brooklyn, NY 11206
(40.69799999300005, -73.93789502499999)"
New York,Grocery,Super Foodtown,West 160th Street,New York,NY,10032,"West 160th Street
New York, NY 10032
(40.83557243700005, -73.94264861699997)"
Orange,Grocery,Geraci's Market,Mill St,Newburgh,NY,12550,"Mill St
Newburgh, NY 12550
(41.49590121600005, -74.02013841599995)"
Saratoga,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8380,Gansevoort Ro,South Glens Falls,NY,12803,"Gansevoort Ro
South Glens Falls, NY 12803
(43.28194025800008, -73.63794966299997)"
Suffolk,Pharmacy Only,CVS Pharmacy #2285,Terry Road,Smithtown,NY,11787,"Terry Road
Smithtown, NY 11787
(40.84187798800008, -73.16857399499997)"
Westchester,Grocery w/ Pharmacy inside,ShopRite #231,City Place,White Plains,NY,10601,"City Place
White Plains, NY 10601
(41.03296005900006, -73.76487494199995)"
Chautauqua,Grocery,Graham's Market,Church Street,Sherman,NY,14781,"Church Street
Sherman, NY 14781
(42.12016261400004, -79.73658738799998)"
Bronx,Grocery,Antillana Superfood Marketplace,Jerome Avenue,Bronx,NY,10453,"Jerome Avenue
Bronx, NY 10453
(40.85211984800003, -73.90893312499998)"
Ontario,Grocery,Rennoldson's Market,South Main Street,Naples,NY,14512,"South Main Street
Naples, NY 14512
(42.61067229400004, -77.40645617599995)"
Nassau,Grocery (Formula Allowed),Stop & Shop # 555,Hempstead Tp,Levittown,NY,11756,"Hempstead Tp
Levittown, NY 11756
(40.72562004000008, -73.50612969499997)"
New York,Pharmacy Only,Duane Reade #14488,Lexington Ave,New York,NY,10022,"Lexington Ave
New York, NY 10022
(40.759360800000024, -73.97027652699995)"
Queens,Grocery,"Metro Mini Market, Inc.",Metropolitan Av,Ridgewood,NY,11385,"Metropolitan Av
Ridgewood, NY 11385
(40.71330199000005, -73.91233714399993)"
Suffolk,Grocery w/ Pharmacy inside,Stop & Shop #594,Veterans Memorial Highway,Islandia,NY,11749,"Veterans Memorial Highway
Islandia, NY 11749
(40.79669050500007, -73.17145719099994)"
Onondaga,Grocery w/ Pharmacy inside,Wegmans Food Market #35,Rte 31,Liverpool,NY,13090,"Rte 31
Liverpool, NY 13090
(43.18398705200008, -76.24867315999995)"
Queens,Pharmacy Only,Duane Reade #14438,Roosevelt Ave,Flushing,NY,11354,"Roosevelt Ave
Flushing, NY 11354
(40.76177209100007, -73.82155575099995)"
Suffolk,Pharmacy Only,Walgreens #09496,Old Country Rd,Riverhead,NY,11901,"Old Country Rd
Riverhead, NY 11901
(40.92980638200004, -72.68163137899995)"
Rockland,Grocery w/ Pharmacy inside,Stop & Shop #533,Us 202,Pomona,NY,10970,"Us 202
Pomona, NY 10970
(41.185790764000046, -74.03980854699995)"
Chautauqua,Pharmacy Only,CVS Pharmcy #5087,South Main St,Jamestown,NY,14701,"South Main St
Jamestown, NY 14701
(42.046952145000034, -79.23459870999994)"
Kings,Grocery,Key Food,Nostrand Av,Brooklyn,NY,11225,"Nostrand Av
Brooklyn, NY 11225
(40.66295040400007, -73.95085818699994)"
Cattaraugus,Grocery,Park & Shop,W State St,Knapp Creek,NY,14760,"W State St
Knapp Creek, NY 14760
(42.07711337600006, -78.45810702499995)"
Allegany,Grocery (Formula Allowed),Giant Food Mart,Genesee St,Cuba,NY,14727,"Genesee St
Cuba, NY 14727
(42.22125326300005, -78.27782465099995)"
Kings,Grocery,The Sandwich Spot Deli Corp.,Flatbush Av,Brooklyn,NY,11226,"Flatbush Av
Brooklyn, NY 11226
(40.64660261000006, -73.95811258599997)"
Westchester,Grocery,Ashburton Deli Meat Market Corp,Ashburton Avenue,Yonkers,NY,10701,"Ashburton Avenue
Yonkers, NY 10701
(40.939277246000074, -73.87826073499997)"
Kings,Pharmacy Only,Medway Pharmacy Inc.,86th St,Brooklyn,NY,11214,"86th St
Brooklyn, NY 11214
(40.60340428100005, -73.99630215299999)"
Kings,Grocery,Liberty Supermarket & Halal Meat In,Liberty Ave,Brooklyn,NY,11208,"Liberty Ave
Brooklyn, NY 11208
(40.677740467000035, -73.87361344699997)"
Bronx,Grocery,Cofaci Foods Inc,Brook Ave,Bronx,NY,10454,"Brook Ave
Bronx, NY 10454
(40.80789978700005, -73.91902121699997)"
Kings,Grocery,Livonia Grocery Corp.,Livonia Ave,Brooklyn,NY,11207,"Livonia Ave
Brooklyn, NY 11207
(40.66515515000003, -73.89140853299995)"
Bronx,Pharmacy Only,"Pelham Pharmacy, Inc.",White Plains Road,Bronx,NY,10462,"White Plains Road
Bronx, NY 10462
(40.84082233700008, -73.86435027699997)"
Ulster,Pharmacy Only,CVS #3102,Mill Hill Road,Woodstock,NY,12498,"Mill Hill Road
Woodstock, NY 12498
(42.03871440100005, -74.11374241899995)"
Bronx,Grocery,Luis Deli Grocery,Hoe Avenue,Bronx,NY,10460,"Hoe Avenue
Bronx, NY 10460
(40.835248732000025, -73.88790470599997)"
Monroe,Grocery w/ Pharmacy inside,Walmart Supercenter #5282,Dewey Ave,Greece,NY,14616,"Dewey Ave
Greece, NY 14616
(43.23275565100005, -77.64692998199996)"
Richmond,Pharmacy Only,Walgreens #03916,Arthur Kill Rd,Staten Island,NY,10312,"Arthur Kill Rd
Staten Island, NY 10312
(40.56382184700004, -74.18844130999997)"
Albany,Pharmacy Only,Central Ave Pharmacy,Central Ave,Albany,NY,12206,"Central Ave
Albany, NY 12206
(42.67026223600004, -73.77875614499999)"
New York,Pharmacy Only,Duane Reade #14297,8th Ave,New York,NY,10019,"8th Ave
New York, NY 10019
(40.76435175000006, -73.98457693399996)"
Nassau,Pharmacy Only,CVS Pharmacy #369,Hempstead Turnpike,West Hempstead,NY,11552,"Hempstead Turnpike
West Hempstead, NY 11552
(40.705070044000024, -73.65035946699999)"
Bronx,Grocery,C-Town Supermarkets,Southern Boulervard,Bronx,NY,10455,"Southern Boulervard
Bronx, NY 10455
(40.812735916000065, -73.90201092999996)"
Niagara,Grocery,7-Eleven #35171a,Hyde Park Bo,Niagara Falls,NY,14305,"Hyde Park Bo
Niagara Falls, NY 14305
(43.11736328200004, -79.03411273199998)"
Kings,Grocery,Shopfair #912,Church Avenue,Brooklyn,NY,11203,"Church Avenue
Brooklyn, NY 11203
(40.65160411900007, -73.93321844599996)"
Suffolk,Pharmacy Only,CVS Pharmacy #4121,Merrick Road,Amity Harbor,NY,11701,"Merrick Road
Amity Harbor, NY 11701
(40.67004932700007, -73.41316405499998)"
New York,Pharmacy Only,Duane Reade #14217,8th Ave,New York,NY,10018,"8th Ave
New York, NY 10018
(40.754715453000074, -73.99162595599995)"
Nassau,Pharmacy Only,CVS Pharmacy #3247,Forest Avenue,Glen Cove,NY,11542,"Forest Avenue
Glen Cove, NY 11542
(40.87288685800007, -73.62264622899994)"
Warren,Grocery (Formula Allowed),Price Chopper #247,Lake George Plaza Road,Lake George,NY,12845,"Lake George Plaza Road
Lake George, NY 12845
(43.424765000000036, -73.71555999999998)"
Broome,Grocery (Formula Allowed),Target T-1056,Vestal Parkway East,Vestal,NY,13850,"Vestal Parkway East
Vestal, NY 13850
(42.08562228200003, -76.05352053899998)"
Queens,Grocery (Formula Allowed),Foodtown,37th Ave,Jackson Heights,NY,11372,"37th Ave
Jackson Heights, NY 11372
(40.749864847000026, -73.88314928499994)"
Westchester,Grocery,El Bodegon Mini Market Corp,Poningo Street,Port Chester,NY,10573,"Poningo Street
Port Chester, NY 10573
(41.005060085000025, -73.66562593699996)"
Kings,Grocery (Formula Allowed),Foodtown #603,Ralph Ave,Brooklyn,NY,11234,"Ralph Ave
Brooklyn, NY 11234
(40.624180996000064, -73.91776001599999)"
Bronx,Grocery,La Gran Famosa Food Market Corp.,Grand Avenue,Bronx,NY,10453,"Grand Avenue
Bronx, NY 10453
(40.855393983000056, -73.90812879399994)"
Queens,Grocery,Bangla Bazar Grocery And Halal Meat,35th Avenue,Jackson Heights,NY,11372,"35th Avenue
Jackson Heights, NY 11372
(40.75188686700005, -73.88377864399996)"
Nassau,Grocery,Torres Supermarket,Front Street,Uniondale,NY,11553,"Front Street
Uniondale, NY 11553
(40.70972371000005, -73.59080651399995)"
Queens,Grocery,Shop Fair Supermarket,89th Av,Jamaica,NY,11432,"89th Av
Jamaica, NY 11432
(40.70717719600003, -73.79781801499996)"
New York,Grocery,Fine Fare Fresh,Broadway Suite 17,New York,NY,10033,"Broadway Suite 17
New York, NY 10033
(40.84944678100004, -73.93649581999995)"
Bronx,Grocery,St Peters Food Center Corp,Saint Peters Ave,Bronx,NY,10461,"Saint Peters Ave
Bronx, NY 10461
(40.840617698000074, -73.84768640999994)"
Albany,Grocery,Ravena Shop N' Save,Route 9w,Ravena,NY,12143,"Route 9w
Ravena, NY 12143
(42.50401829500004, -73.82105581599996)"
Kings,Pharmacy Only,Duane Reade #14429,Kent Ave,Brooklyn,NY,11249,"Kent Ave
Brooklyn, NY 11249
(40.711302627000066, -73.96831700999996)"
Onondaga,Grocery (Formula Allowed),Byrne Dairy #8,Brewerton Rd,Mattydale,NY,13211,"Brewerton Rd
Mattydale, NY 13211
(43.09996023100007, -76.14533633699995)"
Cayuga,Grocery,Modern Market,E Cayuga St,Moravia,NY,13118,"E Cayuga St
Moravia, NY 13118
(42.715085300000055, -76.42932593099994)"
Monroe,Pharmacy Only,Walgreens # 9585,Spencerport Rd,Gates,NY,14606,"Spencerport Rd
Gates, NY 14606
(43.17398665800005, -77.72156905599996)"
Kings,Grocery w/ Pharmacy inside,Stop & Shop #505,Avenue Y,Brooklyn,NY,11235,"Avenue Y
Brooklyn, NY 11235
(40.59068545100007, -73.94927267899999)"
Queens,Grocery,Shop Fair Supermarket,Cornaga Avenue,Far Rockaway,NY,11691,"Cornaga Avenue
Far Rockaway, NY 11691
(40.60223631900004, -73.75422994499996)"
Kings,Grocery (Formula Allowed),Food Dynasty,86th St,Brooklyn,NY,11228,"86th St
Brooklyn, NY 11228
(40.614924305000045, -74.01530518599998)"
Orange,Grocery w/ Pharmacy inside,Walmart #1959,Route 211 East,Middletown,NY,10940,"Route 211 East
Middletown, NY 10940
(41.457634272000064, -74.37947782699996)"
Bronx,Pharmacy Only,Simpson Pharmacy Inc,Westchester Avenue,Bronx,NY,10459,"Westchester Avenue
Bronx, NY 10459
(40.824158682000075, -73.89294256999995)"
Kings,Grocery,Flatbush Food Mart Corp.,Flatbush Av,Brooklyn,NY,11226,"Flatbush Av
Brooklyn, NY 11226
(40.64660261000006, -73.95811258599997)"
New York,Grocery,Fine Fare,Lenox Av,New York,NY,10026,"Lenox Av
New York, NY 10026
(40.79829218900005, -73.95255808599995)"
Bronx,Pharmacy Only,Walgreens # 12309,Eastchester Rd,Bronx,NY,10469,"Eastchester Rd
Bronx, NY 10469
(40.87516645300008, -73.84534712899995)"
Erie,Pharmacy Only,Walgreens #3257,Abbott Rd,Buffalo,NY,14218,"Abbott Rd
Buffalo, NY 14218
(42.81820978800005, -78.80141555699998)"
Kings,Grocery (Formula Allowed),America's Food Basket,Atlantic Ave,Brooklyn,NY,11233,"Atlantic Ave
Brooklyn, NY 11233
(40.67653085300003, -73.91555613099996)"
Erie,Grocery w/ Pharmacy inside,Tops Market #202,Union Rd,Cheektowaga,NY,14225,"Union Rd
Cheektowaga, NY 14225
(42.946658194000065, -78.75433689599998)"
Westchester,Grocery w/ Pharmacy inside,Stop & Shop #529,Palmer Avenue,New Rochelle,NY,10801,"Palmer Avenue
New Rochelle, NY 10801
(40.925075642000024, -73.76920859999996)"
Bronx,Grocery,C-Town Supermarkets,East 204th Street,Bronx,NY,10458,"East 204th Street
Bronx, NY 10458
(40.87464872700008, -73.88634497699996)"
New York,Grocery,Key Food,Columbia St,New York,NY,10002,"Columbia St
New York, NY 10002
(40.71715445800004, -73.98019320599997)"
Queens,Grocery (Formula Allowed),Trade Fair,Broadway,Long Island City,NY,11106,"Broadway
Long Island City, NY 11106
(40.76348448600004, -73.92856293599993)"
Bronx,Pharmacy Only,Rx Masters Inc,Webster Avenue,Bronx,NY,10456,"Webster Avenue
Bronx, NY 10456
(40.833849875000055, -73.90874267999999)"
Wyoming,Grocery w/ Pharmacy inside,Tops Market #238,W Main St,Arcade,NY,14009,"W Main St
Arcade, NY 14009
(42.53062005700008, -78.45671493999998)"
Bronx,Grocery,Emeli Deli & Grocery Corp,Van Nest Avenue,Bronx,NY,10460,"Van Nest Avenue
Bronx, NY 10460
(40.84148187200003, -73.86962175199994)"
Bronx,Grocery,Pioneer Supermarket,St. Anns Avenue,Bronx,NY,10454,"St. Anns Avenue
Bronx, NY 10454
(40.807278179000036, -73.91717448299994)"
Bronx,Grocery,Mi Mexico Fruit Grocery Corp,East 138th Street,Bronx,NY,10454,"East 138th Street
Bronx, NY 10454
(40.80644175700007, -73.91658356999994)"
Bronx,Grocery,Abreu Grocery,East 169th Street,Bronx,NY,10456,"East 169th Street
Bronx, NY 10456
(40.833863595000025, -73.90850842999998)"
Albany,Grocery (Formula Allowed),Market 32 By Price Chopper #45,Delaware Ave,Albany,NY,12210,"Delaware Ave
Albany, NY 12210
(42.65134750800007, -73.76813076399998)"
Bronx,Grocery (Formula Allowed),Western Beef,Bruckner Boulevard,Bronx,NY,10472,"Bruckner Boulevard
Bronx, NY 10472
(40.82608356900005, -73.86127170399999)"
Richmond,Grocery,Railroad Quickstop,North Railroad Ave,Staten Island,NY,10304,"North Railroad Ave
Staten Island, NY 10304
(40.590286407000065, -74.09440321099999)"
Bronx,Pharmacy Only,"United Pharmacy,llc",Braodway,Bronx,NY,10463,"Braodway
Bronx, NY 10463
(40.88352233300003, -73.90162652599997)"
Kings,Grocery (Formula Allowed),Ideal Food Basket,Gates Av,Brooklyn,NY,11221,"Gates Av
Brooklyn, NY 11221
(40.68888116000005, -73.92740393799994)"
Kings,Grocery,"1290 Sutter Grocery, Inc.",Sutter Av,Brooklyn,NY,11208,"Sutter Av
Brooklyn, NY 11208
(40.672700219000035, -73.87238419099998)"
Queens,Grocery (Formula Allowed),Mi Tierra Supermarket,37th Av,Corona,NY,11368,"37th Av
Corona, NY 11368
(40.75808503700006, -73.84326488899995)"
Bronx,Grocery,Cca Food Corp,East 172nd Street,Bronx,NY,10472,"East 172nd Street
Bronx, NY 10472
(40.83185207200006, -73.87448858699997)"
Nassau,Pharmacy Only,CVS Pharmacy #1932,Johnston Place,Merrick,NY,11566,"Johnston Place
Merrick, NY 11566
(40.66548896900008, -73.55156946899996)"
Nassau,Grocery (Formula Allowed),Target Store T-1885,Broadway Mall,Hicksville,NY,11801,"Broadway Mall
Hicksville, NY 11801
(40.77385000000004, -73.52914999999996)"
Bronx,Grocery,Ro Supermarket Corp.,Courtlandt Av,Bronx,NY,10451,"Courtlandt Av
Bronx, NY 10451
(40.820464300000026, -73.91778870199994)"
Otsego,Grocery w/ Pharmacy inside,Price Chopper #134,Main Street,Oneonta,NY,13820,"Main Street
Oneonta, NY 13820
(42.456970590000026, -75.04509258599995)"
New York,Pharmacy Only,Buy-Rite Pharmacy,Chatham Sq,New York,NY,10038,"Chatham Sq
New York, NY 10038
(40.71371799000008, -73.99799841999999)"
Oneida,Grocery (Formula Allowed),Byrne Dairy #116,Campion Road,New Hartford,NY,13413,"Campion Road
New Hartford, NY 13413
(43.07588078400005, -75.28936692299999)"
St. Lawrence,Grocery,Gouverneur Save-A-Lot,West Main St,Gouverneur,NY,13642,"West Main St
Gouverneur, NY 13642
(44.331505296000046, -75.47545768599997)"
Richmond,Pharmacy Only,"Classic Pharmacy, Inc.",Clove Rd,Staten Island,NY,10301,"Clove Rd
Staten Island, NY 10301
(40.61723870000003, -74.10426844899996)"
Dutchess,Grocery w/ Pharmacy inside,Hannaford Supermarket & Pharm #8334,Route 9,Wappingers Falls,NY,12590,"Route 9
Wappingers Falls, NY 12590
(41.564564062000045, -73.90537777999998)"
Bronx,Pharmacy Only,Gig Pharmacy Inc.,Jerome Avenue,Bronx,NY,10467,"Jerome Avenue
Bronx, NY 10467
(40.886553665000065, -73.87837743699998)"
Bronx,Pharmacy Only,Mcgraw Pharmacy,Mcgraw Avenue,Bronx,NY,10462,"Mcgraw Avenue
Bronx, NY 10462
(40.834835877000046, -73.85921962899994)"
Bronx,Grocery (Formula Allowed),Associated Supermarket,Webster Avenue,Bronx,NY,10456,"Webster Avenue
Bronx, NY 10456
(40.833849875000055, -73.90874267999999)"
Kings,Grocery,Bravo Supermarket,E 93 Street,Brooklyn,NY,11212,"E 93 Street
Brooklyn, NY 11212
(40.66420503900008, -73.92891494699995)"
Bronx,Grocery,1296 Rivera Grocery Inc.,Walton Avenue,Bronx,NY,10452,"Walton Avenue
Bronx, NY 10452
(40.83621621100008, -73.91858201299993)"
Westchester,Grocery,"Wilby Supermarket, Corp",West 1st Street,Mount Vernon,NY,10550,"West 1st Street
Mount Vernon, NY 10550
(40.91000170600006, -73.84350752399996)"
Chautauqua,Grocery w/ Pharmacy inside,Walmart Supercenter #1973,East Fairmont Avenue,Lakewood,NY,14750,"East Fairmont Avenue
Lakewood, NY 14750
(42.09778243000005, -79.31027610099994)"
Nassau,Grocery w/ Pharmacy inside,Stop & Shop #2584,Wheatly Plaza,Greenvale,NY,11548,"Wheatly Plaza
Greenvale, NY 11548
(40.80993558900008, -73.62582464199994)"
Onondaga,Grocery w/ Pharmacy inside,Tops Market #357,Downer St,Baldwinsville,NY,13027,"Downer St
Baldwinsville, NY 13027
(43.15215032300006, -76.33646919999995)"
Queens,Grocery,Bravo Supermarket,34th Avenue,Astoria,NY,11106,"34th Avenue
Astoria, NY 11106
(40.76158982000004, -73.93129411899997)"
Tompkins,Grocery,Lansing Market Llc,N. Triphammer Rd,Lansing,NY,14882,"N. Triphammer Rd
Lansing, NY 14882
(42.53351440100005, -76.49231252799996)"
New York,Pharmacy Only,Duane Reade #14412,Greenwich St,New York,NY,10013,"Greenwich St
New York, NY 10013
(40.721872122000036, -74.00982913899998)"
Westchester,Grocery,Foodtown #606,Albany Post Road,Croton On Hudson,NY,10520,"Albany Post Road
Croton On Hudson, NY 10520
(41.22296296400003, -73.91105844199996)"
Kings,Pharmacy Only,"Knapp Nutritional & Pharmacy, Inc.",Knapp Street,Brooklyn,NY,11229,"Knapp Street
Brooklyn, NY 11229
(40.597737702000074, -73.93361377399998)"
Kings,Grocery,Smiley Mini Market Inc.,Flatlands Ave,Brooklyn,NY,11236,"Flatlands Ave
Brooklyn, NY 11236
(40.64262439000004, -73.90225897299996)"
Clinton,Pharmacy Only,Walgreens #11378,Cornelia St,Plattsburgh,NY,12901,"Cornelia St
Plattsburgh, NY 12901
(44.698060723000026, -73.47059272599995)"
Nassau,Pharmacy Only,Walgreens #10278,Long Beach Blvd,Long Beach,NY,11561,"Long Beach Blvd
Long Beach, NY 11561
(40.58354607200005, -73.65807002999998)"
Kings,Grocery,C-Town Supermarkets,Flatlands Ave,Brooklyn,NY,11236,"Flatlands Ave
Brooklyn, NY 11236
(40.64262439000004, -73.90225897299996)"
Suffolk,Grocery (Formula Allowed),Stop & Shop #590,Old Country Ro,Riverhead,NY,11901,"Old Country Ro
Riverhead, NY 11901
(40.92980638200004, -72.68163137899995)"
Kings,Grocery,The Yellow Basket Llc,Division Av,Brooklyn,NY,11249,"Division Av
Brooklyn, NY 11249
(40.70707767400006, -73.96687502199995)"
Orange,Pharmacy Only,Walgreens #12631,State Route 208,Montgomery,NY,12549,"State Route 208
Montgomery, NY 12549
(41.52332755900005, -74.20122769699998)"
Herkimer,Grocery (Formula Allowed),Price Chopper #242,East Main Street,Little Falls,NY,13365,"East Main Street
Little Falls, NY 13365
(43.04480345400003, -74.85480617199994)"
Suffolk,Grocery w/ Pharmacy inside,King Kullen #37,Middle Country Rd,Middle Island,NY,11953,"Middle Country Rd
Middle Island, NY 11953
(40.881996756000035, -72.94714634599995)"
Kings,Grocery,Uncle & Cousins Deli Grocery Corp.,Seaview Av,Brooklyn,NY,11236,"Seaview Av
Brooklyn, NY 11236
(40.639124078000066, -73.88133493799995)"
Nassau,Grocery (Formula Allowed),King Kullen Grocery #8,Northern Boulevard,Manhasset,NY,11030,"Northern Boulevard
Manhasset, NY 11030
(40.79374139000004, -73.69078810099995)"
Onondaga,Grocery,Toomey Abbott Market,Almond St,Syracuse,NY,13210,"Almond St
Syracuse, NY 13210
(43.046938115000046, -76.14221124899996)"
Broome,Grocery (Formula Allowed),Weis Markets #220,Pennsylvania Avenue,Binghamton,NY,13903,"Pennsylvania Avenue
Binghamton, NY 13903
(42.06593967500004, -75.92944089699995)"
Monroe,Grocery w/ Pharmacy inside,Wegmans Food Market #67,Titus Ave,Rochester,NY,14621,"Titus Ave
Rochester, NY 14621
(43.211731651000036, -77.56526656099999)"
Queens,Grocery,Yamin Food Mart Inc,Woodside Avenue,Elmhurst,NY,11373,"Woodside Avenue
Elmhurst, NY 11373
(40.74358770400005, -73.88773215699996)"
Suffolk,Grocery w/ Pharmacy inside,Stop & Shop #544,Portion Ro,Lake Ronkonkoma,NY,11779,"Portion Ro
Lake Ronkonkoma, NY 11779
(40.83111722900003, -73.08932414299994)"
Westchester,Grocery (Formula Allowed),Acme #2499,Knollwood Road,White Plains,NY,10607,"Knollwood Road
White Plains, NY 10607
(41.040866650000055, -73.80647119599996)"
Queens,Grocery (Formula Allowed),Stop & Shop #508,Myrtle Ave,Glendale,NY,11385,"Myrtle Ave
Glendale, NY 11385
(40.701940439000055, -73.88086489399996)"
Kings,Grocery,"Myrtle Plaza Grocery, Inc.",Myrtle Av,Brooklyn,NY,11205,"Myrtle Av
Brooklyn, NY 11205
(40.69422280600003, -73.95920024599997)"
Richmond,Grocery,Frutas Y Abarrotes Mexico Ltd.,Victory Blvd,Staten Island,NY,10301,"Victory Blvd
Staten Island, NY 10301
(40.62522440500004, -74.09289665699998)"
Kings,Grocery,Metropolitan City Market,Bedford Av,Brooklyn,NY,11216,"Bedford Av
Brooklyn, NY 11216
(40.679201904000024, -73.95307480499997)"
Franklin,Grocery,Lavigne's Iga,State Route 11,Chateaugay,NY,12920,"State Route 11
Chateaugay, NY 12920
(44.929078738000044, -74.04311400699999)"
New York,Grocery (Formula Allowed),Key Food,Lenox Ave,New York,NY,10037,"Lenox Ave
New York, NY 10037
(40.81092154800007, -73.94311386199996)"
Wayne,Grocery w/ Pharmacy inside,Tops Market #413,Furance Rd Rte 104,Ontario,NY,14519,"Furance Rd Rte 104
Ontario, NY 14519
(43.22457500000007, -77.28613999999999)"
Erie,Grocery w/ Pharmacy inside,Tops Market #207,Niagara Falls Blvd,Amherst,NY,14228,"Niagara Falls Blvd
Amherst, NY 14228
(43.02238432300004, -78.82218483899999)"
Kings,Grocery (Formula Allowed),Key Food,Avenue N,Brooklyn,NY,11234,"Avenue N
Brooklyn, NY 11234
(40.617507698000054, -73.94244337099997)"
Queens,Grocery (Formula Allowed),Key Food Supermarket,Lefferts Bo,Richmond Hill,NY,11418,"Lefferts Bo
Richmond Hill, NY 11418
(40.697767783000074, -73.82982289399996)"
Kings,Grocery,Spitzer's Bakery Inc.,Bedford Ave,Brooklyn,NY,11211,"Bedford Ave
Brooklyn, NY 11211
(40.71234819000006, -73.96264692799997)"
Kings,Grocery,Cortelyou Market By Key Food,Cortelyou Road,Brooklyn,NY,11226,"Cortelyou Road
Brooklyn, NY 11226
(40.64406990200007, -73.95686179499995)"
St. Lawrence,Grocery (Formula Allowed),Price Chopper #29,Market Street,Potsdam,NY,13676,"Market Street
Potsdam, NY 13676
(44.67708010700005, -74.98689605299995)"
Westchester,Grocery,Gavilan Inc,South Street,Peekskill,NY,10566,"South Street
Peekskill, NY 10566
(41.29632226500007, -73.93386213499997)"
Kings,Grocery,Mini Mart Nostrand Ave Corp,Nostrand Avenue,Brooklyn,NY,11229,"Nostrand Avenue
Brooklyn, NY 11229
(40.60497952400004, -73.94274240399994)"
Kings,Grocery,Greenfresh 2 Supermarket,Dekalb Ave,Brooklyn,NY,11205,"Dekalb Ave
Brooklyn, NY 11205
(40.69010277000007, -73.96241949699998)"
Queens,Grocery,Broadway Cafe,Broadway,Astoria,NY,11103,"Broadway
Astoria, NY 11103
(40.75765544300003, -73.91620847199994)"
Nassau,Grocery (Formula Allowed),ShopRite #812,New Hyde Park Rd,New Hyde Park,NY,11042,"New Hyde Park Rd
New Hyde Park, NY 11042
(40.76161478200004, -73.68929032999995)"
Queens,Pharmacy Only,Big Apple Pharmacy,103rd St,Corona,NY,11368,"103rd St
Corona, NY 11368
(40.74212631800003, -73.85850718399996)"
Niagara,Grocery (Formula Allowed),Tops Market #9,Portage Rd,Niagara Falls,NY,14301,"Portage Rd
Niagara Falls, NY 14301
(43.096296892000055, -79.04973039699996)"
Bronx,Grocery (Formula Allowed),Associated Supermarket,Westchester Avenue,Bronx,NY,10472,"Westchester Avenue
Bronx, NY 10472
(40.83013549200007, -73.87243343599994)"
Westchester,Grocery (Formula Allowed),ShopRite #202,South Riverside Avenue,Croton On Hudson,NY,10520,"South Riverside Avenue
Croton On Hudson, NY 10520
(41.19828672400007, -73.88450310599995)"
Kings,Grocery,Associated Supermarket,Pitkin Av,Brooklyn,NY,11208,"Pitkin Av
Brooklyn, NY 11208
(40.675242678000075, -73.87298711699998)"
Bronx,Grocery,Los Hijos De Chorro Deli Grocery Co,Grand Concourse Av,Bronx,NY,10456,"Grand Concourse Av
Bronx, NY 10456
(40.83532804600003, -73.91667555599997)"
